text,label
@USER @USER No sé qué más dijo. Pero lo q se alcanza a escuchar tiene mucho de verdad. Las cárceles de mujeres están llenas de esas q cayeron por necesidad en la venta de drogas.,0
@USER @USER Nada hará x delincuencia partiendo que quiere liberar presos … hará campaña para victimizar a pobres delincuentes,0
"acordándome de cuando escuché a Rocío el primer día de clase, en Literatura Hispanoamericana I, y pensé: «esa chica y yo vamos a ser amigas»",0
"Berriak /Noticias Chomsky entrevista, La nada terrorista de Alsasua, Suspenso en violencia de género @USER @USER @USER LINK",0
Hace años estaba pillada por un chaval y ahora me da asco. Literal. Se cree que el feminismo es animar a hacer denuncias falsas y demás.,0
"@USER @USER @USER Ella ella la politóloga ella,cambia el disco rayado u el discurso trillado de un triunfo vergonzoso de una minoría derechista camino a mostrar nuevamente una INCOMPETENCIA brutal. Dan pena hoy x hoy. LINK",0
"@USER @USER Un voto nulo o no votar no sirve más que a la izquierda. Analice todo lo que quiera pero no pierda su voto. Es suficiente con los análisis que muchos hicieron con la Constituyente y ves el resultado, lleno de incompetentes zurdos.",0
ganaste porque te votaron 150.000 fachos en las 3 comunas... LINK,0
"@USER @USER Textos en español de España (castellano), voces de cinemáticas en inglés/latino y gps en inglés.",0
Orando por Chile le pregunto a Diosito: Señor qué hicimos tan mal como País para habernos llenado de tantos tarados comunistas? Dios perdona y salva a Chile por favor 🙏🏻🙏🏻🙏🏻😌😌😌,0
@USER Dejad de hacer el ridículo de una puta vez.,0
Manchester United chama ex-FC Porto para a equipa técnica de Ten Hag LINK #desportoaominuto,0
"Sobre el hate a Greta --&gt; hay un equilibrio perfectamente sano en el que cabemos todos entre llamar a una menor de edad ""puta"" o ""histérica"" y nombrarla Persona del Año como ha hecho la revista Time. Se llama investigar un poco quien está detrás del ""fenómeno Greta""",0
"Rollo: ""El Oscar al mejor sonido es para... el ruido del helicóptero que hacía con la boca el pavo este de Loca Academia de Policía"".",0
"Tengo una perra q es lo más ruidoso q existe. Cada día me ocupo d enseñarla. Intento q mis vecinos no vean interrumpida la paz d su hogar x los ladridos d mi perra. En cambio, a mis vecinos y sus fiestas 'te los comes con papas'. Tal cual #comolavidamisma LINK",0
"""Una nueva película de """"wini pu"""" ??? Necesitamos que las bolsas de cereal traigan cierre ziploc no esas jaladas de osos mayates.""",0
Este amor por la comida árabe y mediterránea no se acabará 😻,0
Para que luego digan que los de los #goya2017 son todos rojos. Han llevado un cura para dirigir la orquesta.,0
@USER A dia de hoy aun me cuestiono lo aweonao que fui en el colegio jaja,0
@USER Puta bida en verdad. Aunque me tienes que enseñar arcopoli cuando vuelva pls,0
"En Jaén hay que visitar el arco de san lorenzo que es una joya junto con la iglesia de la merced, los baños árabes mejores conservados, la iglesia de la magdalena, la pedazo de catedral de vandelvira y la arquitectura del arquitecto berges.",0
"@USER @USER @USER @USER @USER + que se legisle para todo el mundo, porque ni toda la sociedad es católica, ni toda la sociedad es protestante, ni toda la sociedad es musulmana. Existen múltiples creencias, que se deben dejar en el ámbito privado. Un pro-elección no defiende el ahorro, sino la libertad para+",0
Cuando toca mi turno meten a un maldito lisiando antes que a mi.,0
Esta es la línea de tiempo de la migración venezolana a Colombia LINK,0
Vayan a votar Giles culiaos después andan puro llorando Ctm .......#VOTACIONES2021,0
"@USER mi viejo hizo lo mismo por la sudaca, esto es futbol compañero, hay q vivirlo y disfrutarlo, no pelear con los otros, disfrute y unas chelas por los que no podemos hacerlo!!!",0
"@USER @USER No me acuerdo. Pero debe ser por ahí también.
Pasé por latinmail , yahoo y otro. Este fue el único que no olvidé usuario Y contraseña😂😂😂
Y es mi correo principal. El otro (Gmail)  lo tengo para puras leseras.",0
@USER parece que regalan pintura en esta ciudad.... podrían pintarse las caras y así sabemos quienes son estos fascistas.,0
@USER Facha tomandose en serio un tuit humorístico de @USER .,0
"@USER No creo que sea muy objetivo hablándote de la música de Rosalía porque siempre he sido fan, pero su propuesta ha puesto patas arriba toda la música hispana y latinoamericana desde el primer día.",0
"La soltura de cuerpo de algunas ""mujeres"" , criticando el físico  de @USER está regia, estupenda por salud, no por pasar en cirujanos, sepan antes de escribir ""Sororas"" #DetúatúViviKreutzberger",0
"@USER Ojo, que los fachas os toman por una revista seria. No me extraña si os comparan con ABC, El País, la Razón y El Español. jaaaa",0
En serio opinan eso? Qué les pasa degenerados culiaos. En serio. LINK,0
"Dos ediles del PP q retiraban propaganda independentista, amenazados tras ser identificados por los Mossos LINK @USER",0
Condenados a 38 años los tres exjugadores de la Arandina: El tribunal considera que cada uno es autor de una violación y cooperador necesario en las otras dos LINK #Deportes #kirolak LINK,0
● #Migración Lanzan plataforma Hermanos Venezolanos para apoyar a los migrantes - Más: → LINK LINK,0
"👉 Dori es una de las voluntarias de SED con más experiencia sobre el terreno, especialmente en Costa de Marfil. En @USER se hacen eco de su trayectoria y último viaje. LINK",0
"#LaVidaModerna es como mi polla, larga, dura y a vesces te escupe en la cara.",0
"Chica, pero por qué  borras las fotos en Cholon, en yates? Si al final la frijolera  que todos los fines de semana revuelven y hasta estrujan  es la tuya y nadie debe opinar en eso... Tranquila deje sus fotos.",0
"Una historia que tiene nombre de mujer: NUESTRA VICTORIA. 60 años de historia y lucha en los relatos del dirigente de la población La Victoria, Juan Lemuñir. Colección®️Resistencia, necesaria cuando acecha el negacionismo. 94 pags., $6.000. Pídelo por DM o a contacto@USER.cl LINK",0
"Bolsonaro le dice “mocosa” a Greta Thunberg y ella responde
LINK LINK",0
@USER Metanse las ruedas en la Raja .Sinverguezas y Usureros.....Culiaos,0
No acertaba un puto nombre ni de casualidad. La catalanofobia.  Este tuit define claramente lo que es Cataluña hoy. LINK,0
"@USER @USER @USER @USER @USER @USER En efecto, pero, tendrán que pensar 1ro en 🇨🇱 y después, una vez libres de los comunistas, abrir nuevamente los debates. Que otra solución nos queda??!!",0
@USER ¿Y la afición del Betis llamando puta a la novia de Rubén Castro? O la del valencia con sus jugadores LINK,0
Lo mas bonito que me han dicho hoy ha sido feminazi,0
@USER @USER Y los africanos sin agua.,0
En #Olavarría detuvimos a un sujeto perteneciente a la UOCRA tras arrojar basura en la vía pública y darse a la fuga con 94.200 pesos de los que no pudo explicar su procedencia. Circulaba sin papeles reglamentarios. Intentó sobornar a los efectivos con dinero. LINK,0
"Ciudadanos gana las elecciones catalanas, pero el bloque independentista sigue con mayoría absoluta en el Parlament 👉LINK LINK",0
"Por favor  no le crean nada de lo qué  hable , en términos  de economía porque, un alcalducho sin ni siquiera haber hecho una primaria,a título de qué  habla , por quien  habla es mentira, los insulsos del FA como que los hechó  al bolsillo? Y ya se cree Presidente este CTM",0
@USER Tienen cualquier tiempo libre los weones y el Palma ni los mea xd,0
@USER Es hijo de puta como toda esa panda de asesinos. Lo que tenemos que aguantar la gente de bien no tiene nombre. Esto no va a ser gratis. Tiempo al tiempo @USER todo en la vida se paga,0
"@USER @USER HA LLEGADO OLIVEEEEEEEEEEEEEEER (gritando desde la sala, hasta la cancha negra, y despuésle tapo un penal al mono)",0
"Este colombiano hablando del partido de chile Bolivia. Amigo, Chile tuvo 26 remates alrco, 2 palos, pelotas sacadas de la línea y con un gol en contra con una mano sumamente dudosa por contexto de jugada.
Paraguay fue similar, solo que jugó contra 10 suplentes #FutbolTotalDIRECTV",0
"@USER @USER @USER Que se vayan en filita por tierra a su país, con tan próspero gobierno que les espera, no entiendo la gente no se informa.... Y que hacen aquí estos peruanos puro aprovechándose.... Si votaron por Castillo, vayanse ya",0
"@USER @USER @USER @USER @USER Es como ""en todo caso llamame feminazi porque me estoy metiendo con los hombres segun tu, no admitiendo su superioridad XDD""",0
"ACOGIDA DE REFUGIADOS  &gt;&gt;\nEstá en marcha esta iniciativa en Madrid, Barcelona, Murcia y Málaga y las familias interesadas en acoger pueden llamar de lunes a domingo al teléfono 900 67 09 09 (de 9 a 22:30 horas).  &gt;&gt;  LINK",0
"Los malos saben perfectamente que están haciendo el mal, de ahí el esfuerzo por destruir las pruebas. Los nazis fallaron pero los rojos no.",0
"AMAN tirar abajo a Greta y re que la chabona hizo más por el medioambiente que vos criticandola pelotuda, ambos son tremendos genios LINK",0
"La UE desbloqueará fondos para la migración de modo limitado: La Comisión, que no estima suficientes las partidas, activará 55 millones de euros para paliar este drama y dará la mitad para contrarrestar la avalancha de subsaharianos que llegan de Marruec… LINK",0
@USER Siendo informatico no puedo creer como falla tu lógica y crees en esos comunistas nefastos jajajaja,0
@USER O sea mejor ultraderecha conocida varondandi q ultraderecha desconocida calvinklein... visto así 🤔😂,0
"Si criticas algo sos una loca histérica feminazi, pero ellos estan en todo el derecho de bardear y unx no puede decir nada? Quienes son lxs violentxs al final del cuento? Ponganse un espejo al frente primero",0
"@USER Seguro acá paso igual,no entiendo cómo gente que no debería haber salido elegida,lo hizo igual,un asco los comunistas",0
"@USER @USER porque si no eres negra trans vegana, entonces eres un hombre blanco cihet opresor carnaca.Así son los SJW de twitter",0
Retweeted Safta (@USER):  Cuando los días son en blanco y negro... ¡Sonríe a los colores con nuestra nueva... LINK,0
El vicepresidente de la Diputación de Alicante se disculpa tras pedir «deportaciones masivas» de inmigrantes LINK,0
“Al 60% de las mujeres se les vienen palabras autoagresivas cuando se miran al espejo”: Los resultados de la primera encuesta sobre autoestima política LINK,0
"@USER Milagro! Biobio titula delincuente y no ""joven"". La pobre pareja seguro era conocida dem periodista sino no me lo explico. #DelincuenciaDesatada #RecuperemosChile",0
"a VER SI ES VERDAD Y, dejando de ser un bulo, se impone un poco de cordura en Europa . LINK",0
"que estallo que lloren por llevarse 2 o 3 materias una bronca, me lleno 9 hija d puta callate un poco",0
"Les he escrito a los @USER Chile desde el sábado para cachar qué onda con mi pedido que dice ""completado"" pero no ha llegado, solo quiero saber! 😭",0
"@USER @USER @USER @USER @USER Calla, que yo también soy ""mora de mierda"", ""gitana asquerosa"" o ""sudaca"", algunos aún no se han enterado de que soy andaluza, hija y nieta de andaluces y parece que tampoco me integro 😂😂😂.",0
"@USER la palabra feminazi me parece grotesca, empezando por ahí, pero si considero que es un psicópata en general y ya, no es un exclusivo feminicida, igual no soy psiquiatra, no sé nada de eso",0
@USER @USER ¿Deseas también pronta recuperación a todas esas personas que han quedado maltrechas por las concertinas?,0
Igual que los peruanos sin celebró . LINK,0
Yo soy tu hija de puta y tú eres mi diablo,0
@USER @USER @USER Saludos al payaso de Poli 🤡🤡,0
Tener que tener gente subnormal cerca y gente que quiero tanto tan lejos me revienta,0
"Voy a tener una nena y ya me estoy volviendo medio feminazi, perdón",0
"Por supuesto. Y a mi edad 75 años estuve casi 20 años luchando, EN PRIMERA LINEA, para salir de Chávez y ahora de maduro. Si usted lo hace mi reconocimiento.
Estar fuera de Venezuela no me castra en mi voluntad de seguir luchando. Y así como yo otros 5 millones de venezolanos. LINK",0
Que ganas de ser un pony culiao y que no me guste el fútbol (?) 🦄 ahora me iría a dormir tranquila…😂,0
"@USER Destruir calles, incendiar edificios o el metro o lanzar bombas molotov no te convierte en preso político,....te convierte en delincuente",0
@USER Ya está bueno de rendir pleitesía a los actores chilenos. Se juran que son de Hollywood y viven entre los mortales aburguesadamente,0
"Si gana Castillo en Perú, nos llenaremos de Peruanos en Chile en un corto plazo. Así que resuelvan luego el asunto de los migrantes.",0
ESTA MUJER ES LA MACANADA PERSONIFICADA PUTA MADRE! LINK,0
"Presidente de Brasil llama ""mocosa"" a Greta Thunberg y ella le responde LINK #News Suite LINK",0
TENGO CITA PARA RENOVAR MIS PAPELES VOY A DEJAR DE SER UNA SIN PAPELES,0
¿España puede (y debe) duplicar su población inmigrante? Yo creo que la pregunta sería que impacto tiene esa inmigración? Y qué vamos hacer para que se adapten a nuestra cultura. No pueden haber colegios con tasas altísimos de fracaso esc LINK vía @USER,0
"@USER @USER Recordé esto que sí fue muy real.
LINK",0
@USER Chama no zap que eu conto,0
"@USER @USER ...franquismo y el contexto en que unas victimas son respetables y otras,no,pero claro… LINK",0
"En el TT de Antonio Maestre si lo criticas eres pijo, facha y de familia bien. No entienden que hay más mundo al margen de sus paradigmas.",0
@USER Atacar a un homófoba con machismo es echar mierda sobre la mierda y al final solo acabamos teniendo una mierda enorme.,0
@USER y una polla JAJJAJAAJAJAJAJ esa es mia imbecil que me pongo nervioso (en serio),0
La Policía Nacional ha puesto en marcha un operativo para devolver a Marruecos a los más de 100 inmigrantes que este miércoles saltaron la valla de Ceuta LINK,0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Jajaja zorras malditas, está bien zi",0
"Un día os tengo que contar cómo era mi barrio. No le llamábamos barrio porque ya éramos fachas sin saberlo. Le llamábamos ""el centro».",0
"Cali, ciudad de inmigrantes: LINK",0
Sánchez crea un mando único para controlar las fronteras y la inmigración ilegal  LINK  Compartido desde tu tablón de Google,0
@USER @USER como buen facha ni idea de las leyes,0
@USER @USER Tranquilo eso quisieron los VENECOS y su salario es 3 dólares mes...todos iguales en la miseria...eso pasó cuando eligieron a la Bestia... Espera eso de tu @USER @USER @USER LINK,0
La gente que escribe como los indios me mata. 😑,0
"Como dije al principio agradezco su gestión y Gracias por kgarse a Miles de familias de los cerros de Viña, Gracias por permitir la violación de la ley y gracias por kgarle la Salud y el Futuro a miles de chilenas y chilenos honrados y trabajadores
NO LO OLVIDAREMOS JAMAS
JAMAS.",0
Vaya brutal acoso a los hechizos no se lo merecían .,0
"@USER Te diste vuelta la chaqueta....!!!!  Oliva como persona es una mierda.... Denigró a las mujeres al usar como referente del género a la. Naya Fácil.... Al defenderse mal en los debates, en decir que llenará de ambulantes santiago... Al defender su basura ideológica....",0
@USER @USER Su único fin es poder derribar la credibilidad en las instituciones del estado y poder implantar su modelo comunista! Esta tipa creerá que los jóvenes somos ignorantes en la materia de estrategia comunicacional? (Bueno los zurdos si lo son) no te equivoques Cariola!,0
"¿Mejora la #salud de la #mujer si aumenta el uso de la #pildoradeldiadespues?

El estudio #MLIV te entrega respuestas a esta importante interrogante 💪💪 

Escucha la conversación sobre el tema en nuestro Podcast ""Vulnerabilidad en Curso"" en LINK LINK",0
@USER tu no eres un meme tu eres mi envidia mamon hahaha,0
"#felizdiadelaconstitucion Yo creo que detrás de todo este tinglao* catalán, no son los rusos los que están detrás, ni los separatistas, ni los unionistas...no no...Aquí detrás de esto sólo están los CHINOS! Que se están forrando vendiendo banderitas de todos los colores y formas. LINK",0
"hoy los del servicio dijeron ""feminazi"" y tuve que amenazarlos con no firmarles sus cartas de termino porque solo así les duele a esos hdsptm",0
"Tengo muy claro q el Perú es un país benevolente y apacible. Sabemos q aceptamos y de buena gana ayudar. Sabemos solidarizarnos. También tengo claro, q somos un país en pañales, q no estamos preparados para recibir a más inmigrantes q huyen sin sustento por haber votado mal.",0
"""Ya que el """"residente"""" del gobierno @USER no quiere ayudar a la @USER en laa fronteras, propongo hacer una colecta para que todo español que quiera y pueda, viaje a melilla y rodee la valla. Si nos invaden que sea con igualdad de fuerzas. #FelizSábado""",0
Brutal y no saben lo difícil que es ser migrante 😔 LINK,0
"Creo que mi mamá siente celos de mi chama, me ha hecho una vaina fea.\n\n\nTengo claro que la mamá siempre es primero, pero mamitis no voy a permitir en mi vida.",0
"🇺🇦 Ulanska, una joven ucraniana refugiada en Miróbriga: “volveré a mi país” 👉 LINK",0
"De mi archivo, agosto 2021: “Es un golpe de Estado. Un autogolpe, para ser más precisos. Perpetrado desde la cúpula del poder, por parte del presidente. Hasta la concentración en sus manos de todos los poderes, de forma indefinida y quizás definitiva.” LINK",0
La administración federal había asegurado que dio opciones a todos los inmigrantes expulsados LINK,0
"""Pedro Sánchez cede y autoriza a Open Arms a desembarcar 87 inmigrantes ilegales - Rambla Libre.  """"Que importancia tienen estas admisiones cuando por las costas de Cádiz, en apoyo de las mafias, estamos admitiendo a miles cada semana"""" dice Pedro Sánchez.   LINK",0
"VENGO ENN MODO ARABE PARA QUE LAS PUSSY LA BAILEN DEL REVES QUIERO LAS BOTELLAS AL AIRE🎉🥂🎶 Papi champ saca un temón para romper tarima y dársela en la pera 3 días antes de venir a camelot, coincidencia? No lo creo  Queremos free? OBVIO😏🍷 LINK",0
Presidente Piñera promulga ley IFE Universal: “Gran mayoría de los chilenos sí lo va a recibir” LINK,0
"@USER que pedazo de hijo de puta vendido al poder, la gente te juzga y si te encuentran por ahi te van a repudiar como mereces.",0
"¿Mojigatas, moralinas? ¿Neta? ¿Por estar en contra del acoso sexual y la violación en el trabajo?",0
"@USER No es lo mismo x cantidad de dinero para las empresas españolas que x cantidad de dinero para las empresas argelinas, hemos tenido vínculos muy fuertes y estarían hundiéndose, me sorprende que haya Argelia dado un paso para atrás con lo orgullosos que son",0
@USER Te cagaste solo ctm!!!,0
Resumen: 1 ¿Agresión racista? Viva Donald 2 Pablo Iglesias es de ISIS 3 Obama no era un santo 4 Assad genocida  Todo para exculpar a Trump.,0
EH JOSE LUI CÓMO ME VA A PEGAR ESE BOMBAZO EN LA JETA CULIAO,0
"No defiende ni a las mujeres, y dice defender a todo los chilenos. LINK",0
#LoMásLeído La Policía desaloja a los okupas del colegio mayor Luis Vives de Valencia LINK,0
Que se fumara la gente para ser asi de SUBNORMAL...😂 LINK,0
"Afición del Betis apoyando a Zozulya. Sí, la misma afición que defendió un acto de violencia machista.",0
Sin palabras. Este domingo se ha vuelto negro con la noticia de la muerte de #CarmeChacón Socialista de vena.,0
"Se pasan de lanza con Greta, hijos de su puta madre.! LINK",0
"Qué wea las matemáticas de estos weones, siguen dando jugo! Si Feliciano tiene un 10 perfecto ÉL ES EL GANADOR #YoSoyCHV",0
"""🗞 Leer a Sami Naïr para entender mejor a Europa:   """"El temor delante de la inmigración no es producto de una xenofobia congénita [...] sino el precio que se paga por la profunda crisis social provocada por la gestión ultraliberal de la economía europea"""" LINK",0
"@USER @USER Mentiroso, tu apoyas a los comunistas",0
@USER El feminismo del siglo XXI. LINK,0
@USER @USER Si un político español no podemita defendiese el muro de Trump se armaría lo más grande. Sextarismo.,0
Mañana puro latino 🤪😜,0
@USER Tranquilo. Que segun Mierdarlo de Aragón y Mamon TV. El dios Lainez nos salvara,0
"@USER Las prostitutas estarán hasta el coño de ti Pablo Fernandez, putero de mierda!",0
"@USER Soy partidario de la libre elección de todo lo anterior. Nada puede ser obligatorio ni enforzado por el aparato estatal. Además, plantean soluciones a problemas nórdicos utilizando presupuestos de países subsaharianos. Las prioridades van por otro lado en el mediano y largo plazo",0
@USER Tu eres el traidor hijo de puta... ubieras botado a favor de la vacancia..traidor.,0
Los tres exjugadores de la Arandina seguirán en libertad provisional LINK via @USER,0
"Al Gore observa con alegría el movimiento que lidera en la calle la joven Greta Thunberg. ""Soy su mayor fan"", dice de ella. ""Es un desastre para la política climática"", opina, por el contrario, sobre Donald Trump, presidente de su país
LINK",0
he ido a un restaurante indio a cenar y joder que bueno,0
"#FALSOSECOLOGISTAS
#PROGRESGILIPOLLAS
Explicación de un marino profesional sobre el presunto ( y falso) viaje ecológico de Greta Greta Thunberg, un producto de marketing para gilipollas. LINK LINK",0
"El presidente brasileño la llama mocosa; el estadounidense, histérica, y los hombres la tildan de estúpida y hasta de puta. 
¿Sería diferente si fuera un joven? 
LINK",0
"@USER Como se explica q hace menos de un mes el FA fue mayoría en la RM, a @USER se le acerca @USER y esa mayoría se desvanece...es de esperar q el FA  aprenda la lección, no necesitan de andar con el PC pq los chilenos no quieren comunistas gobernando, si a @USER",0
@USER Estas son las joyitas que tenemos en el congeso. Una manga de ignorantes populistas. Competencias mínimas para ser legislador es lo que se necesita.,0
"@USER @USER @USER Jajaj..hablamos de la hija de Fujimori..
Y alguien dijo algo sobre la hija del terrorista de Sendero Luminoso Manuel Damnert, Lucia Damnert, y que se paseaba por los matinales hablando de ddhh..??
Ahi los weones no se acuerdan, pero les gusta la del burro..😅😅😅",0
omegle niña árabe jugando para mí LINK,0
"@USER @USER Pues sí,  acabas de ser pelín facha, aunque no lo creas.",0
"""Basta ya de levantar fronteras"", dice el premiado al Mejor Documental. ¿Lo dirá en contra del secesionismo catalán o en contra de Trump?",0
"@USER Lamentable y todos los que quedaron sin trabajo por la revuelta. Esos Delincuentes que sigan en la cárcel,hasta que los tribunales hagan su trabajo.",0
@USER Bueno Wikipedia no será el libro de la verdad... pero si lo definen dictador de la Republica de Perú tendrá un sentido LINK,0
"“Los cristianos van al Vaticano, los musulmanes a la Meca y los revolucionarios a Argel”.\nAmílcar Cabral, líder del Partido Africano para la Independencia de Guinea y Cabo Verde\n\n\nMapa de @USER de movimientos revolucionarios y anticoloniales de los 60 con base en Argel LINK",0
"@USER @USER Qué rabia ctm como mi hermano, deportista, 23 años, el pendejo se come media lechuga y baja 8 kilos",0
@USER La imagen está clara. El rico se lo lleva todo y el migrante y el pobre aun le tendrán que dar las gracias.,0
@USER Libertad a delincuentes peligrosos?,0
@USER Un católico integrista radical insinuó ayer que era una puta por defender a los homosexuales pero decir que un cura pedófilo pecaba,0
@USER Otros brutos he ignorantes…,0
"@USER @USER ¿Será broma no? ¿Estas relacionando algo tan grave como los casos de acoso o violación con la etnia, religión o preferencia sexual de una persona?",0
"Twiter obligada a eliminar los audios de la víctima, de los futbolista de Arandina por orden de la AEPD.El expediente de la (AEPD) remitió a twiter las medidas cautelares previstas en la ley y los audios han sido eliminados #justiciaparalasmujeres #Feminismo ?☮️♀️??? LINK",0
@USER No subas fotos perro ctm,0
"@USER @USER @USER Eso tu jodio mongolo, que no me dejaste irme",0
@USER Jajaja sabias q no estaba pillando Pixar dsd el segundo mensaje XD,0
"Enano Y Bastardo, Novela histórica basada en la barroca vida de un enan ··-▶ LINK * LINK #España",0
Igual tú para follarte a alguien te fijas en su personalidad pero en una APP que es para FOLLAR no todos tienen que tener el mismo criterio.,0
"#Internacional Bolsonaro dijo que Thunberg era una 'pirralha', palabra que la propia Greta tomó para su perfil de Twitter LINK",0
"Berriak / Noticias Chomsky entrevista, La nada terrorista de Alsasua, Suspenso en violencia género  LINK @USER LINK",0
"Félix de Azúa ha dicho que el nacionalismo catalán sólo quiere la independencia para no acabar en la cárcel. No sé en qué se basa, la verdad LINK",0
"@USER Siempre me llaman escoria, fascista o machista. Ya me sé el repertorio 😂",0
"@USER Los papitos de la joven son zurdos, pero deben echarse al bolsillo sus buenos millones a costa de su utilización. Aquí  el ecologismo pasa a segundo plano. Manda don dinero.",0
"@USER @USER @USER no, el separatismo es necesario para politizar las vivencias de las mujeres, un espacio seguro para muchas víctimas que no pueden compartir con hombres, yo las priorizo a ellas, no a hombres ofendidos, a mujeres violentadas",0
"Bolsonaro llama ""mocosa"" a Greta Thunberg LINK",0
"@USER hola güera se logró la revancha en voleibol vs Cuba, medalla de bronce, gran esfuerzo y excelente dirección del equipo",0
El personaje de Corbin es sencillamente enseñar el titulo que le han regalado y no esta haciendo una puta mierda con el a el primero que pase. Y no es broma. #WWEClash,0
"Editar, además de complicado, es lo que hace de algo que merezca la pena o no, porque puedes haber grabado la puta hostia de planos, que si no los montas bien, con un sentido y los maquillas atractivamente, se va a la mierda.",0
"@USER @USER @USER @USER @USER Para buscar la historia oficial d la dictadura ya tenemos bastante, los medios se han encargado d eso. Y por esto mismo q no vivimos en una democracia, donde la verdad es distorsionada y crea a los fachos pobres q votan por una élite corrupta.",0
"@USER miren, un aweonao",0
"Sigue sin rectificar el presidente, craso error. Las imágenes hablan por sí solas y la violencia viene precisamente de la policía marroquí. LINK",0
"@USER @USER @USER No más comunistas
No más feminazis radicales!!!",0
@USER Mal mal en cambio los fachos fueron en nada ordenados.... mal mal,0
